term	name
GO:0050780	dopamine receptor binding
GO:0050811	GABA receptor binding
GO:0050833	pyruvate transmembrane transporter activity
GO:0050839	cell adhesion molecule binding
GO:0050897	cobalt ion binding
GO:0050997	quaternary ammonium group binding
GO:0050998	nitric-oxide synthase binding
GO:0051002	ligase activity, forming nitrogen-metal bonds
GO:0051003	ligase activity, forming nitrogen-metal bonds, forming coordination complexes
GO:0051010	microtubule plus-end binding
GO:0051011	microtubule minus-end binding
GO:0051015	actin filament binding
GO:0051018	protein kinase A binding
GO:0051019	mitogen-activated protein kinase binding
GO:0051020	GTPase binding
GO:0051059	NF-kappaB binding
GO:0051082	unfolded protein binding
GO:0051087	protein-folding chaperone binding
GO:0051117	ATPase binding
GO:0051119	sugar transmembrane transporter activity
GO:0051139	metal cation:proton antiporter activity
GO:0051184	obsolete cofactor transmembrane transporter activity
GO:0051185	obsolete coenzyme transmembrane transporter activity
GO:0051192	prosthetic group binding
GO:0051213	dioxygenase activity
GO:0051219	phosphoprotein binding
GO:0051267	CP2 mannose-ethanolamine phosphotransferase activity
GO:0051287	NAD binding
GO:0051371	muscle alpha-actinin binding
GO:0051377	mannose-ethanolamine phosphotransferase activity
GO:0051393	alpha-actinin binding
GO:0051427	hormone receptor binding
GO:0051499	D-aminoacyl-tRNA deacylase activity
GO:0051500	D-tyrosyl-tRNA(Tyr) deacylase activity
GO:0051507	obsolete beta-sitosterol UDP-glucosyltransferase activity
GO:0051536	iron-sulfur cluster binding
GO:0051537	2 iron, 2 sulfur cluster binding
GO:0051539	4 iron, 4 sulfur cluster binding
GO:0051540	metal cluster binding
GO:0051575	5'-deoxyribose-5-phosphate lyase activity
GO:0051721	protein phosphatase 2A binding
GO:0051722	protein C-terminal methylesterase activity
GO:0051723	protein methylesterase activity
GO:0051724	NAD transmembrane transporter activity
GO:0051731	polynucleotide 5'-hydroxyl-kinase activity
GO:0051733	obsolete polydeoxyribonucleotide kinase activity
GO:0051734	ATP-dependent polynucleotide 5'-hydroxyl-kinase activity
GO:0051740	ethylene binding
GO:0051743	red chlorophyll catabolite reductase activity
GO:0051748	UTP-monosaccharide-1-phosphate uridylyltransferase activity
GO:0051749	indole acetic acid carboxyl methyltransferase activity
GO:0051750	delta(3,5)-delta(2,4)-dienoyl-CoA isomerase activity
GO:0051752	phosphoglucan, water dikinase activity
GO:0051753	mannan synthase activity
GO:0051765	inositol tetrakisphosphate kinase activity
GO:0051787	misfolded protein binding
GO:0051800	phosphatidylinositol-3,4-bisphosphate 3-phosphatase activity
GO:0051861	glycolipid binding
GO:0051864	histone H3K36 demethylase activity
GO:0051879	Hsp90 protein binding
GO:0051880	G-quadruplex DNA binding
GO:0051908	double-stranded DNA 5'-3' DNA exonuclease activity
GO:0051920	peroxiredoxin activity
GO:0051959	dynein light intermediate chain binding
GO:0051980	iron-nicotianamine transmembrane transporter activity
GO:0051990	(R)-2-hydroxyglutarate dehydrogenase activity
GO:0051996	squalene synthase activity
GO:0051998	protein carboxyl O-methyltransferase activity
GO:0052381	tRNA dimethylallyltransferase activity
GO:0052578	alpha-farnesene synthase activity
GO:0052592	oxidoreductase activity, acting on CH or CH2 groups, with an iron-sulfur protein as acceptor
GO:0052615	ent-kaurene oxidase activity
GO:0052622	ATP/ADP dimethylallyltransferase activity
GO:0052623	obsolete ADP dimethylallyltransferase activity
GO:0052624	2-phytyl-1,4-naphthoquinone methyltransferase activity
GO:0052631	sphingolipid 8-(E/Z)-desaturase activity
GO:0052634	C-19 gibberellin 2-beta-dioxygenase activity
GO:0052637	delta 3-trans-hexadecenoic acid phosphatidylglycerol desaturase activity
GO:0052639	salicylic acid glucosyltransferase (ester-forming) activity
GO:0052640	salicylic acid glucosyltransferase (glucoside-forming) activity
GO:0052641	benzoic acid glucosyltransferase activity
GO:0052650	all-trans-retinol dehydrogenase (NADP+) activity
GO:0052658	inositol-1,4,5-trisphosphate 5-phosphatase activity
GO:0052667	phosphomethylethanolamine N-methyltransferase activity
GO:0052689	carboxylic ester hydrolase activity
GO:0052691	UDP-arabinopyranose mutase activity
GO:0052716	hydroquinone:oxygen oxidoreductase activity
GO:0052722	fatty acid in-chain hydroxylase activity
GO:0052736	beta-glucanase activity
GO:0052742	phosphatidylinositol kinase activity
GO:0052744	phosphatidylinositol monophosphate phosphatase activity
GO:0052745	inositol phosphate phosphatase activity
GO:0052751	GDP-mannose hydrolase activity
GO:0052793	pectin acetylesterase activity
GO:0052815	medium-chain fatty acyl-CoA hydrolase activity
GO:0052866	phosphatidylinositol phosphate phosphatase activity
GO:0052873	FMN reductase (NADPH) activity
GO:0052929	ATP:3'-cytidine-cytidine-tRNA adenylyltransferase activity
GO:0055103	ligase regulator activity
GO:0055105	ubiquitin-protein transferase inhibitor activity
GO:0055106	ubiquitin-protein transferase regulator activity
GO:0055131	C3HC4-type RING finger domain binding
GO:0060089	molecular transducer activity
GO:0060090	molecular adaptor activity
GO:0060228	phosphatidylcholine-sterol O-acyltransferase activator activity
GO:0060589	nucleoside-triphosphatase regulator activity
GO:0060590	ATPase regulator activity
GO:0061134	peptidase regulator activity
GO:0061135	endopeptidase regulator activity
GO:0061575	cyclin-dependent protein serine/threonine kinase activator activity
GO:0061598	molybdopterin adenylyltransferase activity
GO:0061599	molybdopterin molybdotransferase activity
GO:0061608	nuclear import signal receptor activity
GO:0061630	ubiquitin protein ligase activity
GO:0061649	ubiquitin-modified histone reader activity
GO:0061659	ubiquitin-like protein ligase activity
GO:0061665	SUMO ligase activity
GO:0061731	ribonucleoside-diphosphate reductase activity
GO:0061733	peptide-lysine-N-acetyltransferase activity
GO:0061783	peptidoglycan muralytic activity
GO:0061953	mRNA (adenine-N1-)-methyltransferase activity
GO:0061980	regulatory RNA binding
GO:0070001	aspartic-type peptidase activity
GO:0070006	metalloaminopeptidase activity
GO:0070008	serine-type exopeptidase activity
GO:0070009	serine-type aminopeptidase activity
GO:0070012	oligopeptidase activity
GO:0070034	telomerase RNA binding
GO:0070035	obsolete purine NTP-dependent helicase activity
GO:0070037	rRNA (pseudouridine) methyltransferase activity
GO:0070039	rRNA (guanosine-2'-O-)-methyltransferase activity
GO:0070042	rRNA (uridine-N3-)-methyltransferase activity
GO:0070063	RNA polymerase binding
GO:0070064	proline-rich region binding
GO:0070122	obsolete isopeptidase activity
GO:0070137	ubiquitin-like protein-specific endopeptidase activity
GO:0070139	SUMO-specific endopeptidase activity
GO:0070180	large ribosomal subunit rRNA binding
GO:0070181	small ribosomal subunit rRNA binding
GO:0070182	DNA polymerase binding
GO:0070273	phosphatidylinositol-4-phosphate binding
GO:0070279	vitamin B6 binding
GO:0070284	4-amino-5-hydroxymethyl-2-methylpyrimidine phosphate synthase activity
GO:0070300	phosphatidic acid binding
GO:0070324	thyroid hormone binding
GO:0070325	lipoprotein particle receptor binding
GO:0070326	very-low-density lipoprotein particle receptor binding
GO:0070336	flap-structured DNA binding
GO:0070401	NADP+ binding
GO:0070402	NADPH binding
GO:0070403	NAD+ binding
GO:0070404	NADH binding
GO:0070405	ammonium ion binding
GO:0070530	K63-linked polyubiquitin modification-dependent protein binding
GO:0070546	L-phenylalanine aminotransferase activity
GO:0070547	L-tyrosine aminotransferase activity
GO:0070548	L-glutamine aminotransferase activity
GO:0070566	adenylyltransferase activity
GO:0070567	cytidylyltransferase activity
GO:0070568	guanylyltransferase activity
GO:0070569	uridylyltransferase activity
GO:0070577	lysine-acetylated histone binding
GO:0070579	5-methylcytosine dioxygenase activity
GO:0070628	proteasome binding
GO:0070696	transmembrane receptor protein serine/threonine kinase binding
GO:0070717	poly-purine tract binding
GO:0070728	L-leucine binding
GO:0070742	C2H2 zinc finger domain binding
GO:0070774	phytoceramidase activity
GO:0070818	protoporphyrinogen oxidase activity
GO:0070840	dynein complex binding
GO:0070851	growth factor receptor binding
GO:0070888	E-box binding
GO:0071077	adenosine 3',5'-bisphosphate transmembrane transporter activity
GO:0071164	RNA cap trimethylguanosine synthase activity
GO:0071566	UFM1 activating enzyme activity
GO:0071567	deUFMylase activity
GO:0071614	linoleic acid epoxygenase activity
GO:0071617	lysophospholipid acyltransferase activity
GO:0071618	lysophosphatidylethanolamine acyltransferase activity
GO:0071813	lipoprotein particle binding
GO:0071814	protein-lipid complex binding
GO:0071889	14-3-3 protein binding
GO:0071917	triose-phosphate transmembrane transporter activity
GO:0071949	FAD binding
GO:0072328	alkene binding
GO:0072341	modified amino acid binding
GO:0072349	modified amino acid transmembrane transporter activity
GO:0072354	histone H3T3 kinase activity
GO:0072545	L-tyrosine binding
GO:0072585	xanthosine nucleotidase activity
GO:0080002	UDP-glucose:4-aminobenzoate acylglucosyltransferase activity
GO:0080013	(E,E)-geranyllinalool synthase activity
GO:0080015	sabinene synthase activity
GO:0080019	alcohol-forming very long-chain fatty acyl-CoA reductase activity
GO:0080025	phosphatidylinositol-3,5-bisphosphate binding
GO:0080030	methyl indole-3-acetate esterase activity
GO:0080031	methyl salicylate esterase activity
GO:0080032	methyl jasmonate esterase activity
GO:0080041	ADP-ribose pyrophosphohydrolase activity
GO:0080042	ADP-glucose pyrophosphohydrolase activity
GO:0080043	quercetin 3-O-glucosyltransferase activity
GO:0080044	quercetin 7-O-glucosyltransferase activity
GO:0080045	quercetin 3'-O-glucosyltransferase activity
GO:0080046	quercetin 4'-O-glucosyltransferase activity
GO:0080049	L-gulono-1,4-lactone dehydrogenase activity
GO:0080054	low-affinity nitrate transmembrane transporter activity
GO:0080066	3-methylthiopropyl-desulfoglucosinolate sulfotransferase activity
GO:0080067	4-methylthiobutyl-desulfoglucosinolate sulfotransferase activity
GO:0080068	5-methylthiopentyl-desulfoglucosinolate sulfotransferase activity
GO:0080069	7-methylthioheptyl-desulfoglucosinolate sulfotransferase activity
GO:0080070	8-methylthiooctyl-desulfoglucosinolate sulfotransferase activity
GO:0080071	indol-3-yl-methyl-desulfoglucosinolate sulfotransferase activity
GO:0080072	spermidine:sinapoyl CoA N-acyltransferase activity
GO:0080073	spermidine:coumaroyl CoA N-acyltransferase activity
GO:0080074	spermidine:caffeoyl CoA N-acyltransferase activity
GO:0080075	spermidine:feruloyl CoA N-acyltransferase activity
GO:0080079	cellobiose glucosidase activity
GO:0080083	beta-gentiobiose beta-glucosidase activity
GO:0080084	5S rDNA binding
GO:0080095	phosphatidylethanolamine-sterol O-acyltransferase activity
GO:0080096	phosphatidate-sterol O-acyltransferase activity
GO:0080108	S-alkylthiohydroximate lyase activity
GO:0080115	myosin XI tail binding
GO:0080116	glucuronoxylan glucuronosyltransferase activity
GO:0080122	AMP transmembrane transporter activity
GO:0080132	fatty acid alpha-hydroxylase activity
GO:0080139	borate efflux transmembrane transporter activity
GO:0080150	S-adenosyl-L-methionine:benzoic acid carboxyl methyl transferase activity
GO:0080161	auxin transmembrane transporter activity
GO:0080176	xyloglucan 1,6-alpha-xylosidase activity
GO:0089721	phosphoenolpyruvate transmembrane transporter activity
GO:0090079	translation regulator activity, nucleic acid binding
GO:0090353	polygalacturonase inhibitor activity
GO:0090409	malonyl-CoA synthetase activity
GO:0090415	7-hydroxymethyl chlorophyll a reductase activity
GO:0090416	nicotinate transmembrane transporter activity
GO:0090417	N-methylnicotinate transmembrane transporter activity
GO:0090430	caffeoyl-CoA: alcohol caffeoyl transferase activity
GO:0090438	camelliol C synthase activity
GO:0090439	tetraketide alpha-pyrone synthase activity
GO:0090440	abscisic acid transmembrane transporter activity
GO:0090447	glycerol-3-phosphate 2-O-acyltransferase activity
GO:0090448	glucosinolate:proton symporter activity
GO:0090482	vitamin transmembrane transporter activity
GO:0090599	alpha-glucosidase activity
GO:0090600	alpha-1,3-glucosidase activity
GO:0090704	nicotinate-O-glucosyltransferase activity
GO:0090711	FMN hydrolase activity
GO:0097001	ceramide binding
GO:0097007	4,8,12-trimethyltrideca-1,3,7,11-tetraene synthase activity
GO:0097008	(3E)-4,8-dimethyl-1,3,7-nonatriene synthase activity
GO:0097027	ubiquitin-protein transferase activator activity
GO:0097100	supercoiled DNA binding
GO:0097110	scaffold protein binding
GO:0097157	pre-mRNA intronic binding
GO:0097159	organic cyclic compound binding
GO:0097367	carbohydrate derivative binding
GO:0097371	MDM2/MDM4 family protein binding
GO:0097472	cyclin-dependent protein kinase activity
GO:0097493	structural molecule activity conferring elasticity
GO:0097599	xylanase activity
GO:0097603	temperature-gated ion channel activity
GO:0097604	temperature-gated cation channel activity
GO:0097718	disordered domain specific binding
GO:0097747	RNA polymerase activity
GO:0098518	obsolete polynucleotide phosphatase activity
GO:0098599	palmitoyl hydrolase activity
GO:0098772	molecular function regulator activity
GO:0098847	sequence-specific single stranded DNA binding
GO:0098918	structural constituent of synapse
GO:0098973	structural constituent of postsynaptic actin cytoskeleton
GO:0099094	ligand-gated monoatomic cation channel activity
GO:0099106	ion channel regulator activity
GO:0099186	structural constituent of postsynapse
GO:0099604	ligand-gated calcium channel activity
GO:0101005	deubiquitinase activity
GO:0101016	FMN-binding domain binding
GO:0103075	indole-3-pyruvate monooxygenase activity
GO:0106017	phosphatidylinositol-3,4-bisphosphate phosphatase activity
GO:0106018	phosphatidylinositol-3,5-bisphosphate phosphatase activity
GO:0106019	phosphatidylinositol-4,5-bisphosphate phosphatase activity
GO:0120091	jasmonic acid hydrolase
GO:0140030	modification-dependent protein binding
GO:0140033	acetylation-dependent protein binding
GO:0140034	methylation-dependent protein binding
GO:0140035	ubiquitin-like protein reader activity
GO:0140036	ubiquitin-modified protein reader activity
GO:0140078	class I DNA-(apurinic or apyrimidinic site) endonuclease activity
GO:0140083	ATP-dependent protein-DNA unloader activity
GO:0140096	catalytic activity, acting on a protein
GO:0140097	catalytic activity, acting on DNA
GO:0140098	catalytic activity, acting on RNA
GO:0140101	catalytic activity, acting on a tRNA
GO:0140102	catalytic activity, acting on a rRNA
GO:0140103	catalytic activity, acting on a glycoprotein
GO:0140104	molecular carrier activity
GO:0140110	transcription regulator activity
GO:0140142	nucleocytoplasmic carrier activity
GO:1900750	oligopeptide binding
GO:1901265	nucleoside phosphate binding
GO:1901363	heterocyclic compound binding
GO:1901505	carbohydrate derivative transmembrane transporter activity
GO:1901567	fatty acid derivative binding
GO:1901618	organic hydroxy compound transmembrane transporter activity
GO:1901681	sulfur compound binding
GO:1901682	sulfur compound transmembrane transporter activity
GO:1901683	arsenate ion transmembrane transporter activity
GO:1901981	phosphatidylinositol phosphate binding
GO:1902417	(+)-abscisic acid D-glucopyranosyl ester transmembrane transporter activity
GO:1902936	phosphatidylinositol bisphosphate binding
GO:1904288	BAT3 complex binding
GO:1904593	prostaglandin binding
GO:1904680	peptide transmembrane transporter activity
GO:1905538	obsolete polysome binding
GO:1905573	ganglioside GM1 binding
GO:1905574	ganglioside GM2 binding
GO:1905575	ganglioside GM3 binding
GO:1905576	ganglioside GT1b binding
GO:1905577	ganglioside GP1c binding
GO:1990188	euchromatin binding
GO:1990239	steroid hormone binding
GO:1990247	N6-methyladenosine-containing RNA reader activity
GO:1990254	keratin filament binding
GO:1990259	histone H2AQ104 methyltransferase activity
GO:1990381	ubiquitin-specific protease binding
GO:1990439	MAP kinase serine/threonine phosphatase activity
GO:1990534	thermospermine oxidase activity
GO:1990538	xylan O-acetyltransferase activity
GO:1990714	hydroxyproline O-galactosyltransferase activity
GO:1990757	ubiquitin ligase activator activity
GO:1990760	osmolarity-sensing monoatomic cation channel activity
GO:1990817	poly(A) RNA polymerase activity
GO:1990825	sequence-specific mRNA binding
GO:1990833	clathrin-uncoating ATPase activity
GO:1990837	sequence-specific double-stranded DNA binding
GO:1990841	promoter-specific chromatin binding
GO:1990889	H4K20me3 modified histone binding
GO:1990932	5.8S rRNA binding
GO:1990948	ubiquitin ligase inhibitor activity
GO:1990955	G-rich single-stranded DNA binding
GO:2001066	amylopectin binding
GO:2001069	glycogen binding
GO:2001080	chitosan binding
